,angle
1786,1.210608959197998
4664,0.0572539754211902
8968,-1.6502957344055176
1901,-1.1998279094696045
5452,-1.9246972799301147
6065,-1.6323357820510864
3083,2.2763912677764893
6589,-2.144047975540161
8010,0.8391079306602478
2199,0.8617380261421204
6361,0.1890422850847244
8658,1.2471400499343872
9221,1.8448827266693115
9071,-0.0300784185528755
6067,-1.0209527015686035
8309,-0.3292056322097778
7753,0.8342382311820984
4010,-1.4621460437774658
658,0.0144197847694158
3629,1.1357189416885376
8671,0.633806049823761
7073,-0.0421467684209346
2493,2.274928569793701
1704,-1.177933692932129
328,0.0391966924071311
6358,0.0443290062248706
6401,-1.6918914318084717
6216,-2.5998284816741943
3799,-2.5345144271850586
3149,-2.3352813720703125
9022,-2.2947494983673096
7728,-0.1540759354829788
1280,-1.741104006767273
3367,-1.4685624837875366
6659,0.0541693605482578
5561,-1.7968473434448242
9131,-0.0848092585802078
4042,-2.7091763019561768
9057,0.1304118484258651
5963,2.886122941970825
4418,0.953145146369934
603,-3.0678551197052
7194,-2.414597988128662
3103,3.008516550064087
4483,-2.2997310161590576
4790,-0.037218727171421
7297,-0.1944209337234497
4988,-2.493870735168457
721,1.9910355806350708
5158,-0.6948703527450562
2436,-2.8468196392059326
8518,2.995701313018799
9033,-0.0260971449315547
4101,2.017474889755249
4559,2.431386947631836
7355,-0.9295735955238342
7199,-0.0032551484182476
2522,-0.3413217961788177
1259,-0.0699577406048774
1184,-0.6072676777839661
9134,0.2133280038833618
2507,2.544850826263428
8492,-0.0683478638529777
5295,-0.05330391228199
6601,-2.101881742477417
449,-1.7013086080551147
9268,0.0487174391746521
6853,0.1644676923751831
1003,1.756924033164978
4333,-0.9843484163284302
6538,0.0742016360163688
3217,-0.0414167530834674
6353,-2.4112818241119385
4416,-1.01060688495636
5917,-0.0940855741500854
8235,-0.3064850866794586
4578,-1.5995376110076904
3932,-2.470120906829834
5346,-0.1347739696502685
2003,-0.0638173520565033
8013,-0.3018594086170196
7333,-0.2636981308460235
3613,1.423837184906006
2521,-0.2028031647205352
5536,0.4023296236991882
2280,-0.0370275154709816
7859,-0.1309664696455001
7850,-0.1309664696455001
7027,1.2072371244430542
9259,-0.0670831426978111
1880,-2.2774791717529297
95,2.181359052658081
284,-0.898168683052063
3136,-3.131875514984131
8306,0.0336986109614372
7382,-0.0168888214975595
3838,-0.2203017622232437
4922,-0.075417548418045
2904,-3.043709754943848
3711,-1.5416144132614136
6451,-0.021883487701416
8086,-1.010873317718506
2058,0.7942982316017151
3947,2.593393325805664
5223,-0.7103416919708252
7826,-0.1540759354829788
213,-1.9852420091629028
3718,-1.68751060962677
3062,2.090454578399658
4533,-0.9558570981025696
7698,-0.1540759354829788
3139,2.983269453048706
2428,-1.0131713151931765
7125,1.940641522407532
265,-0.0290463492274284
9154,0.968531370162964
6186,0.2138851284980774
1867,-1.6564149856567385
5276,2.0329222679138184
746,-2.2073628902435303
8277,-0.3064850866794586
1258,1.1442160606384275
5842,-0.0263713337481021
3870,-1.4067399501800537
4813,-1.6242823600769043
5394,-1.9246972799301147
2214,0.2726546823978424
4340,0.0953741371631622
2955,2.659130573272705
1976,-0.5910463333129883
723,2.755222082138061
9036,0.08726317435503
7108,2.0198657512664795
7193,0.2154982835054397
744,2.2432644367218018
355,-0.887647271156311
3653,-0.0355987846851348
6687,-0.2811442911624908
2077,-2.0390212535858154
1346,-0.0656593069434166
2683,3.036959171295166
8441,-0.0788106098771095
1980,-1.778886795043945
2044,-2.3112053871154785
7368,-2.5070102214813232
9115,2.265772819519043
9181,0.968531370162964
6694,-0.0353605225682258
6460,2.9333744049072266
5217,-0.3762837946414947
8694,-2.8885438442230225
2825,-1.733730435371399
9027,2.064363718032837
5454,-1.9246972799301147
831,-2.8612399101257324
2467,2.8105616569519043
7607,-2.5225720405578613
156,2.4664793014526367
5805,-0.4235039353370666
1116,0.0703419521450996
5560,0.3644203543663025
3962,2.2922723293304443
5839,-1.6977616548538208
971,-2.689163446426392
31,-2.9600791931152344
740,-0.1103403195738792
3148,-2.386673212051392
2484,2.3397557735443115
7418,2.278522491455078
6864,-0.0527678951621055
4975,-0.0487950444221496
3654,-1.68751060962677
9114,1.26339590549469
8377,2.0658087730407715
3870,-1.4067399501800537
914,2.3063061237335205
991,-0.1680132299661636
4959,0.0110628632828593
6832,2.3041553497314453
8874,3.134349822998047
3441,-0.2884422242641449
3314,-1.7078834772109983
9158,0.968531370162964
7264,-1.4678072929382324
2203,1.0683919191360474
6810,-1.1049524545669556
3890,2.1565639972686768
5110,-2.2151248455047607
7444,-0.4364257156848907
762,2.2410330772399902
3009,-0.4576927423477173
2834,-1.733730435371399
5052,-2.2827627658843994
4349,-0.8275110125541687
4562,0.072514921426773
6459,1.8638149499893188
7797,1.9131202697753904
2622,-0.1293162107467651
2628,-2.3196356296539307
1733,-1.7502615451812744
1474,0.0351993925869464
4855,-1.6242823600769043
6820,2.994544506072998
1229,-0.0699577406048774
5875,-2.9633655548095703
3825,-0.0444898456335067
6664,-2.6831042766571045
1940,-2.1314139366149902
1092,2.807631492614746
1618,-3.0558714866638184
310,0.0047275316901504
8184,3.0110905170440674
3797,-2.5292632579803467
2431,-2.7045037746429443
3047,2.660685777664185
2551,-2.535106658935547
4810,-1.6242823600769043
3863,2.376619577407837
9054,0.8332257866859436
2829,-1.876014351844788
4491,2.912904977798462
5034,-2.5386903285980225
1048,0.1389336287975311
6959,-0.0239871107041835
5572,-2.543983459472656
4011,-1.6864736080169678
7174,-2.8173906803131104
2,3.065615177154541
2371,-0.0415285043418407
6493,-3.053356170654297
3460,-0.5586480498313904
1180,-0.9018149971961976
6179,1.3233675956726074
6502,-3.136438369750977
5325,0.1209374219179153
4713,-2.1153721809387207
1243,-2.688761949539185
848,-2.608806133270264
6975,1.973979949951172
2759,-1.733730435371399
2310,-2.1276726722717285
4885,-3.0377771854400635
7218,-1.806219696998596
4105,-0.1873361468315124
7785,2.08600115776062
860,2.551135778427124
4693,-1.9163084030151367
3567,-1.3322499990463257
2503,2.490891218185425
3559,2.367473602294922
4129,2.225215196609497
6119,1.9895849227905276
7613,2.64729905128479
7165,0.88446044921875
4923,-2.512168407440185
868,-2.489329099655152
3629,1.1357189416885376
4745,-2.360387086868286
8152,-0.3064850866794586
8238,-0.3064850866794586
633,0.1184040531516075
4666,0.0613689720630645
6165,-0.8799979090690613
1280,-1.741104006767273
5973,2.454079389572144
6171,0.6083636283874512
4842,-0.075417548418045
7573,-2.5879218578338623
7407,-0.0168888214975595
7570,-2.6042988300323486
5827,1.403028964996338
1119,-0.0030146313365548
29,-2.7077910900115967
5560,0.3644203543663025
247,-0.9674191474914552
7946,-0.8977712988853455
9002,2.0410850048065186
6728,-2.0198991298675537
8786,0.0829442888498306
3799,-2.5345144271850586
2184,-2.399240255355835
1341,-0.0248055048286914
5410,-1.9246972799301147
131,-1.7052254676818848
4407,0.0225530602037906
5060,-1.7670162916183472
7448,3.127800226211548
8313,-0.3292056322097778
7656,1.7633367776870728
3235,-0.1604897379875183
4596,-2.681943893432617
8848,-1.016587495803833
8407,-2.5378806591033936
3311,-0.6127122044563293
474,-2.500685691833496
9166,0.968531370162964
1209,-2.527228593826294
5400,-1.9246972799301147
1841,2.4789412021636963
7476,-0.0752842798829078
7363,-0.591563880443573
7241,-0.9027125239372252
6548,-0.1508015245199203
6110,-0.9100732803344728
6156,0.196604698896408
6387,1.8302245140075684
7019,1.98062002658844
4969,0.0028043326456099
5807,-1.6948535442352295
1485,-2.430267572402954
7031,-2.763213634490967
3515,-0.2716269791126251
9183,0.968531370162964
8185,-0.3064850866794586
2542,-3.0854203701019287
9016,-2.3174028396606445
6898,0.6546366214752197
6177,1.1371556520462036
8683,-2.1485116481781006
8596,2.219818353652954
7054,1.0117398500442505
3562,0.721747636795044
6223,-2.391931533813477
1923,1.4001343250274658
5574,-1.821038842201233
4094,2.003119945526123
426,1.2126585245132446
3717,-2.0172643661499023
4025,2.7722878456115723
5046,-1.7670162916183472
3386,-1.154544711112976
5870,-1.542648196220398
3151,-2.3789525032043457
6842,2.45264220237732
1843,0.0094002922996878
7743,-0.1540759354829788
9161,0.0102692134678363
7896,-0.0716957449913024
4818,-1.6242823600769043
1656,-0.1086338609457016
2766,-0.0015390521148219
4212,2.405911445617676
4123,2.17871356010437
7447,-0.612594485282898
2629,-2.5815834999084477
3524,-0.0207099057734012
4526,2.887886047363281
5186,0.1067600101232528
2381,-0.0415285043418407
8810,-0.8671477437019348
7960,1.907246828079224
3711,-1.5416144132614136
2817,-2.1329023838043213
7341,-0.0821375027298927
1553,-0.0470046028494834
2744,-0.0369871109724044
843,-1.8486366271972656
1538,-0.0470046028494834
7066,3.0978777408599854
3482,-2.3432466983795166
8563,0.988045573234558
4020,-2.0110654830932617
2055,1.4707820415496826
1982,-0.8082786798477173
6883,-0.978111207485199
4255,-1.1009390354156494
4943,-2.510262012481689
6604,-0.863337516784668
9134,0.2133280038833618
1222,-0.0699577406048774
6236,-1.7839863300323486
4450,2.770949602127075
4823,-0.0153928846120834
4725,0.837113082408905
1166,1.582792043685913
5121,-2.0574398040771484
4811,-0.8436673283576965
6383,3.0598912239074707
3034,2.057147979736328
5778,-1.5544801950454712
7085,0.756401777267456
6743,-0.4598011076450348
1318,3.0381646156311035
3681,-1.5416144132614136
5230,2.5977706909179688
3598,2.09975528717041
4404,-0.0289682075381279
6188,-2.1106746196746826
528,-2.3122150897979736
7277,-1.1515415906906128
1275,-0.0699577406048774
2974,-2.7346529960632324
2002,-1.778886795043945
2020,-2.922476291656494
4618,-0.7143802046775818
3117,-0.4914556443691253
7758,-0.1540759354829788
315,-2.429601192474365
3776,-2.3533294200897217
8012,0.877121090888977
8490,-0.0809162631630897
2324,-0.0350793898105621
88,2.792736053466797
7108,2.0198657512664795
8466,-0.3292056322097778
3164,-3.008114814758301
8403,0.9623302817344666
2191,-2.5578792095184326
1553,-0.0470046028494834
4231,-0.0767361149191856
4988,-2.493870735168457
5175,-0.0163057465106248
6724,-2.1319823265075684
8478,-0.4871595799922943
2100,0.0669221356511116
9172,-0.0401890613138675
6564,-1.6141324043273926
8946,0.1186450347304344
8932,-1.0876034498214722
7711,-2.300659656524658
5427,-3.0288922786712646
6272,-0.0169737134128808
3337,-2.383521795272827
7000,-0.8377235531806946
8124,-2.255929708480835
7468,-1.9810233116149905
1799,-1.0567525625228882
2160,0.0205408241599798
952,-0.0683670192956924
1460,0.2244115471839904
360,0.0147884404286742
811,-2.5507254600524902
3763,-0.9146378636360168
266,-2.487577199935913
3166,-3.0655341148376465
5681,-1.818630576133728
2109,1.2284748554229736
6028,-1.603314757347107
7027,1.2072371244430542
6784,-0.1911365836858749
1795,-2.7799031734466557
7875,1.8627040386199951
7249,-0.9844689965248108
7483,-2.0575175285339355
8002,-0.1294397711753845
6031,-1.2251827716827393
531,-2.282674789428711
3927,2.5338265895843506
888,-2.289656162261963
4480,-2.266719341278076
1343,2.5042593479156494
6750,-0.8948525786399841
9172,-0.0401890613138675
641,-0.1588480770587921
5101,-2.2388436794281006
3412,-0.2466338872909546
5866,-2.147700309753418
4118,2.1341042518615723
8600,-2.928432941436768
5294,1.4126040935516355
3360,-2.4161744117736816
6342,2.267378091812134
6966,-0.0193495694547891
2047,2.940413475036621
163,-0.9959595203399658
5927,1.2237565517425537
4878,-0.075417548418045
5085,-2.1748206615448
4718,-2.284345388412476
6163,2.73767352104187
7823,2.323103189468384
1699,2.6474788188934326
1405,-2.1661620140075684
1203,-2.6413071155548096
